id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city
4092,201501,13.60479076121576,3,2.0,1760,16928,1.0,0,0,3,7,1760,0,1953,0,98004,47.6363,-122.202,3430,10059,Bellevue
4093,201405,13.500802552846848,3,2.0,1840,4750,1.0,0,0,5,7,1010,830,1951,0,98117,47.6862,-122.395,1760,5510,Seattle
4094,201504,13.623139877437296,3,2.25,2980,86636,1.0,0,0,3,9,2230,750,1989,0,98053,47.6627,-122.003,2980,107157,Redmond
4095,201407,13.407543823396258,3,2.5,1730,3000,2.0,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,Seattle
4096,201406,12.699246387487896,4,1.75,1650,7800,1.0,0,0,3,8,1650,0,1968,0,98058,47.4507,-122.139,1750,10400,Renton
4097,201407,13.458765611575428,3,2.5,3370,36218,2.0,0,0,4,9,3370,0,1988,0,98075,47.5855,-121.987,2980,31793,Sammamish
4098,201407,13.005831808336863,3,1.75,1490,10844,1.0,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.106,2090,9944,Bellevue
4099,201409,12.765691290604371,3,1.0,1180,7455,1.0,0,0,4,7,1180,0,1964,0,98034,47.7276,-122.241,1450,8154,Kirkland
4100,201411,12.513561021741964,4,2.25,1880,6160,2.0,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,6405,Federal Way
4101,201501,13.190023895035274,3,2.5,2510,5544,2.0,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,Redmond
4102,201504,12.285350445351659,2,1.0,1060,5200,1.0,0,0,3,6,1060,0,1969,0,98042,47.3688,-122.08,910,5200,Kent
4103,201502,12.691583538230217,3,2.5,2130,12245,2.0,0,0,3,8,2130,0,1989,0,98042,47.3406,-122.057,1910,12216,Kent
4104,201504,12.94848844720934,3,1.75,1320,7280,1.0,0,0,3,7,1320,0,1968,0,98034,47.7229,-122.18,1370,7800,Kirkland
4105,201412,12.460718739865236,3,1.75,1040,5650,1.0,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,Seattle
4106,201412,13.017005083966255,3,2.0,1150,4500,1.5,0,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,5400,Seattle
4107,201412,13.48724118567151,4,2.25,2120,3794,2.0,0,0,4,7,1420,700,1926,0,98117,47.6893,-122.359,1420,3840,Seattle
4108,201410,13.387801374649944,3,2.0,2130,5000,1.5,0,0,5,7,1330,800,1925,0,98107,47.6746,-122.362,2010,5000,Seattle
4109,201405,13.1710602038846,3,1.75,1890,3825,1.0,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,3825,Seattle
4110,201503,11.938199736300925,2,1.0,1140,10152,1.0,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,10141,Seattle
4111,201410,13.560619598657233,3,2.5,2780,5467,2.0,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.378,2630,5000,Seattle
4112,201501,12.732282325539853,4,2.5,2390,6111,2.0,0,0,3,8,2390,0,1997,0,98030,47.3677,-122.173,2520,6500,Kent
4113,201505,13.25339339419516,3,1.75,2390,9000,1.0,0,0,3,8,1500,890,1975,0,98052,47.6809,-122.113,2040,9000,Redmond
4114,201410,13.389333939650964,3,2.0,2680,8429,1.0,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,Maple Valley
4115,201411,12.983103608918753,2,2.5,1560,1222,2.0,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081,Seattle
4116,201411,12.240478903153711,2,1.0,1130,8160,1.0,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,6120,Seattle
4117,201406,12.863595239117187,4,2.25,2050,9583,2.0,0,2,3,8,1770,280,1965,0,98198,47.3978,-122.313,2230,9730,Seattle
4118,201501,12.429220196836383,3,2.25,1050,572,2.0,0,0,3,7,740,310,2006,0,98106,47.5549,-122.363,1260,1062,Seattle
4119,201501,14.34437313349138,3,2.0,2600,6600,2.0,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270,Seattle
4120,201405,14.400516137007425,4,3.25,4060,13000,2.0,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,13800,Mercer Island
4121,201410,13.539758373899955,3,2.0,2260,7200,1.0,0,3,3,7,1130,1130,1941,0,98144,47.5886,-122.288,2260,6000,Seattle
4122,201503,13.785052381406869,4,2.75,4430,74358,2.0,0,0,3,10,4430,0,1990,0,98053,47.6392,-121.988,3820,80875,Redmond
4123,201411,12.54254845357358,1,0.0,600,24501,1.0,0,0,2,3,600,0,1950,0,98045,47.5316,-121.749,990,22549,North Bend
4124,201408,13.444448325847754,3,2.25,2430,8327,1.0,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427,Bellevue
4125,201407,13.579662900134744,3,2.5,3420,25150,1.0,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604,Bellevue
4126,201503,13.011434051331422,2,1.0,1180,5100,1.5,0,0,3,7,1180,0,1926,0,98103,47.6947,-122.346,980,5100,Seattle
4127,201406,12.994532278619134,4,2.25,2010,7575,1.0,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,7831,Kirkland
4128,201504,12.535379989788607,3,2.0,1230,7789,1.0,0,0,3,7,1230,0,1994,0,98042,47.3718,-122.073,1470,8670,Kent
4129,201406,12.409017571151187,3,2.75,1300,14197,1.0,0,0,3,7,860,440,1996,0,98030,47.3652,-122.183,1550,7596,Kent
4130,201410,12.567240979056246,3,1.5,1150,11475,1.0,0,0,3,7,1150,0,1971,0,98045,47.4629,-121.744,1640,11475,North Bend
4131,201406,12.983103608918753,3,1.75,2220,132858,1.0,0,0,3,7,1110,1110,1988,0,98027,47.4853,-122.034,2130,77536,Issaquah
4132,201407,13.279368835614243,3,2.5,2050,11690,2.0,0,0,4,9,2050,0,1989,0,98059,47.5279,-122.161,2410,10172,Renton
4133,201407,13.331003865890963,4,1.75,1700,5846,1.0,0,0,3,8,1700,0,1957,0,98199,47.6539,-122.408,1480,5177,Seattle
4134,201503,13.632790121628451,4,2.5,2190,12690,1.0,0,2,3,8,1170,1020,1973,0,98033,47.6627,-122.189,2630,10843,Kirkland
4135,201412,13.244582780038517,4,2.75,2730,6856,2.0,0,0,3,8,2730,0,2003,0,98072,47.7739,-122.164,2520,5569,Woodinville
4136,201405,12.445093483000798,4,2.0,1510,4235,1.0,0,0,3,7,1510,0,1955,0,98108,47.54600000000001,-122.293,1510,4268,Seattle
4137,201504,14.23750562376114,4,4.25,4720,21000,3.0,0,4,5,11,4720,0,1971,0,98177,47.7591,-122.376,3010,20000,Seattle
4138,201501,13.710151153416941,4,3.0,3810,217800,2.0,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364,Woodinville
4139,201503,13.147057941212308,3,1.75,1610,7200,1.0,0,0,3,7,1180,430,1976,0,98007,47.5966,-122.144,1520,7973,Bellevue
4140,201502,13.560619598657233,4,2.5,2040,5000,1.5,0,0,5,7,1180,860,1924,0,98117,47.6786,-122.36,1540,5000,Seattle
4141,201406,12.206077645517674,2,1.0,700,4700,1.0,0,0,5,5,700,0,1953,0,98056,47.4953,-122.169,960,5200,Renton
4142,201407,13.371098259292115,3,1.0,1060,9123,1.0,0,0,3,7,1060,0,1952,0,98004,47.6218,-122.193,1620,9121,Bellevue
4143,201407,13.199326270390594,3,1.75,2050,9580,1.0,0,0,3,8,1400,650,1984,0,98074,47.6212,-122.038,1740,11952,Sammamish
4144,201505,12.59473402514672,2,1.0,750,4500,1.0,0,0,3,6,750,0,1945,0,98122,47.607,-122.297,1540,4000,Seattle
4145,201405,12.524530013005734,3,1.5,1390,48257,1.0,0,0,3,6,1390,0,1922,2013,98024,47.5603,-121.894,1440,45302,Fall City
4146,201410,11.39640288460621,3,1.0,900,4750,1.0,0,0,4,6,900,0,1969,0,98023,47.3026,-122.363,900,3404,Federal Way
4147,201408,12.07254696717504,2,1.75,1050,9800,1.5,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726,Duvall
4148,201502,13.102162710901053,3,2.5,2410,11900,1.0,0,2,4,9,1600,810,1989,0,98023,47.3384,-122.34,3090,11902,Federal Way
4149,201405,12.743737843806207,3,2.25,1180,9630,2.0,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.232,2660,5979,Kenmore
4150,201406,12.75130259456002,3,1.0,1140,4200,2.0,0,0,4,7,1140,0,1904,0,98144,47.6012,-122.296,1510,4000,Seattle
4151,201411,12.896719202134523,2,1.0,700,3400,1.0,0,0,3,6,700,0,1946,0,98112,47.6212,-122.296,1570,4512,Seattle
4152,201408,13.217675375388819,4,2.5,2060,9719,1.0,0,0,4,8,1320,740,1960,0,98006,47.5549,-122.176,2050,9643,Bellevue
4153,201412,13.388491319573715,3,2.25,2230,11835,1.0,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,Bellevue
4154,201504,13.312985389904174,3,1.75,2100,5058,1.0,0,2,3,7,1340,760,1941,0,98126,47.5743,-122.378,1640,5000,Seattle
4155,201409,12.886643575525625,4,2.5,2130,11733,1.0,0,0,5,7,1330,800,1969,0,98059,47.512,-122.16,1800,9131,Renton
4156,201411,13.016893966928787,3,2.0,1880,3048,2.0,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,Seattle
4157,201503,13.38642005508616,4,2.5,2310,5526,2.0,0,0,3,9,2310,0,2003,0,98074,47.6299,-122.02,2500,5769,Sammamish
4158,201412,12.500609917318906,2,1.5,1290,1749,1.0,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749,Bellevue
4159,201501,12.206077645517674,2,1.0,1010,7200,1.0,0,0,3,6,1010,0,1956,0,98166,47.4815,-122.339,1290,9000,Seattle
4160,201412,12.900159384566786,4,1.75,1690,7680,1.0,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680,Seattle
4161,201405,12.969214528909768,2,1.75,1350,6315,1.0,0,0,3,8,1350,0,2005,0,98053,47.7141,-122.032,1665,5390,Redmond
4162,201502,13.997832948091215,4,2.25,2860,10702,2.0,0,0,3,10,2860,0,1982,0,98004,47.6451,-122.189,2890,10572,Bellevue
4163,201504,13.148033073468746,4,2.5,2660,8887,1.0,0,0,4,8,1880,780,1967,0,98166,47.43899999999999,-122.342,1910,9620,Seattle
4164,201503,12.948012371209098,6,3.0,2290,6344,2.0,0,0,3,7,2290,0,1980,0,98126,47.565,-122.37,1360,3202,Seattle
4165,201406,12.754052425513905,3,2.5,2110,4118,2.0,0,0,3,8,2110,0,1989,0,98042,47.3878,-122.153,2110,4044,Kent
4166,201408,13.088808662125674,3,2.0,1200,2016,1.0,0,1,4,7,600,600,1931,0,98116,47.5811,-122.404,1730,4520,Seattle
4167,201412,13.451668563394815,4,2.25,2360,2500,2.0,0,3,3,8,1520,840,2001,0,98117,47.6771,-122.358,1810,3900,Seattle
4168,201410,12.59473402514672,4,2.5,2350,8906,2.0,0,0,3,7,2350,0,1993,0,98031,47.4205,-122.215,2000,8165,Kent
4169,201504,12.983046136134975,3,2.25,1590,9960,1.0,0,0,3,7,1060,530,1976,0,98155,47.7742,-122.287,1860,9760,Seattle
4170,201409,13.844098986633012,4,3.25,3780,11200,2.0,0,0,3,11,3780,0,2002,0,98059,47.521,-122.15,3720,11813,Renton
4171,201503,12.765691290604371,3,1.0,1190,3600,1.5,0,0,3,6,1190,0,1904,0,98144,47.5985,-122.298,1680,3600,Seattle
4172,201409,12.254391269970792,3,1.0,1030,60720,1.5,0,0,3,5,1030,0,1912,0,98042,47.375,-122.166,1330,10342,Kent
4173,201406,13.594865133730668,3,1.75,2870,5000,1.5,0,0,4,8,1840,1030,1907,0,98144,47.5788,-122.292,2200,5000,Seattle
4174,201407,13.100119813444692,3,3.0,3700,10375,2.0,0,0,3,9,3700,0,1982,0,98188,47.4286,-122.291,2130,9132,Seattle
4175,201407,12.429220196836383,3,2.25,1920,7738,1.0,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452,Seattle
4176,201408,13.73755009757506,3,3.0,2560,3600,2.0,0,0,3,10,2110,450,1994,0,98119,47.633,-122.37,2160,3600,Seattle
4177,201407,12.873904582205107,4,2.5,1840,15496,2.0,0,0,3,8,1840,0,1991,0,98059,47.4683,-122.07,1840,15040,Renton
4178,201504,13.573440270649085,3,2.0,1600,9638,1.0,0,0,5,7,1600,0,1952,0,98040,47.5753,-122.224,1800,11400,Mercer Island
4179,201409,13.26212705890841,3,2.0,2168,4000,1.5,0,0,3,8,2168,0,1907,0,98105,47.6561,-122.325,1770,4000,Seattle
4180,201503,12.345838935721968,3,1.0,1140,9639,1.0,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,Auburn
4181,201501,13.658857917508856,4,3.0,3090,35074,2.0,0,0,3,9,3090,0,1978,0,98005,47.6359,-122.159,3120,35150,Bellevue
4182,201408,12.367345048436391,3,1.0,1330,45738,2.0,0,0,2,6,1330,0,1967,0,98058,47.43600000000001,-122.185,1490,24000,Renton
4183,201407,13.993657580167481,5,3.0,3420,18129,2.0,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.217,3750,16316,Mercer Island
4184,201410,13.26212705890841,3,2.0,1800,5000,2.0,0,0,5,7,1600,200,1925,0,98136,47.5447,-122.389,1640,5000,Seattle
4185,201502,13.017005083966255,2,1.0,1120,4590,1.0,0,0,3,7,1120,0,1924,0,98118,47.5663,-122.285,1120,5100,Seattle
4186,201503,13.613701548201494,3,2.5,2980,7202,2.0,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280,Kirkland
4187,201405,13.173058392858724,2,2.0,1550,2400,1.5,0,0,4,7,1550,0,1900,0,98103,47.654,-122.346,1180,1224,Seattle
4188,201407,13.641158361294979,4,3.5,3840,85728,2.0,0,0,3,11,3840,0,1998,0,98014,47.615,-121.954,2430,42643,Carnation
4189,201505,12.84132849667433,2,1.0,840,4500,1.0,0,0,3,6,840,0,1939,0,98136,47.5441,-122.39,1300,5000,Seattle
4190,201409,12.26670197321789,3,1.5,1270,7128,1.0,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986,Seattle
4191,201405,13.527029499741687,4,2.5,3240,20301,2.0,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,Redmond
4192,201406,13.404531777462488,3,2.5,2480,37843,1.5,1,3,4,8,2480,0,1974,0,98070,47.4003,-122.422,2350,42122,Vashon
4193,201410,12.472279517715116,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,Seattle
4194,201504,13.151924121391561,4,2.5,1850,9248,2.0,0,0,3,8,1850,0,1997,0,98028,47.735,-122.244,2080,8711,Kenmore
4195,201407,12.724869415131389,3,2.25,2760,10160,1.0,0,0,3,8,2760,0,1969,0,98058,47.4504,-122.15,2760,9600,Renton
4196,201502,12.994532278619134,2,1.0,1090,4128,1.0,0,0,3,7,1090,0,1948,0,98115,47.696000000000005,-122.314,1090,5413,Seattle
4197,201501,13.720046466316129,4,2.75,3090,6200,2.0,0,0,3,9,3090,0,2014,0,98006,47.5538,-122.189,2890,10108,Bellevue
4198,201505,12.501142362015882,4,2.25,1810,9240,2.0,0,0,3,7,1810,0,1961,0,98055,47.4362,-122.187,1660,9240,Renton
4199,201407,13.1499804899607,3,1.75,1620,5000,1.0,0,0,3,7,920,700,1954,0,98117,47.681,-122.372,1610,5000,Seattle
4200,201407,12.948012371209098,2,1.75,1060,4182,2.0,0,0,3,7,1060,0,1977,0,98115,47.6787,-122.308,1760,4590,Seattle
4201,201409,12.201065128819632,3,1.75,1050,9871,1.0,0,0,5,7,1050,0,1968,0,98042,47.3816,-122.087,1300,10794,Kent
4202,201503,12.323860125621126,3,1.0,1010,15701,1.0,0,0,4,7,1010,0,1949,0,98188,47.4518,-122.292,1260,9800,Seattle
4203,201410,12.230745745735058,2,1.0,970,8185,1.0,0,0,5,6,970,0,1904,0,98031,47.4025,-122.201,1500,12541,Kent
4204,201412,12.837347081942964,3,2.0,1540,1827,2.0,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058,Issaquah
4205,201406,13.495299784149882,4,2.5,3190,7869,2.0,0,2,3,9,3190,0,2001,0,98065,47.5317,-121.866,2630,6739,Snoqualmie
4206,201501,12.560247968016562,4,2.5,1870,8190,1.0,0,0,3,7,1100,770,1977,0,98058,47.4521,-122.161,1590,9150,Renton
4207,201408,13.502170106720037,4,2.5,3070,5936,2.0,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,Sammamish
4208,201505,14.262981599460401,4,3.75,3730,17000,2.0,0,3,4,10,2820,910,1986,0,98040,47.5355,-122.242,3880,15550,Mercer Island
4209,201410,13.1421679654829,4,2.5,2440,10423,1.0,0,0,3,7,2440,0,1955,1993,98034,47.725,-122.172,1990,7758,Kirkland
4210,201410,13.3374763699232,2,1.0,990,4332,1.0,0,0,3,7,990,0,1909,0,98103,47.6528,-122.331,1920,3420,Seattle
4211,201504,13.919871474189012,3,4.0,4160,31796,2.0,0,0,3,11,4160,0,1989,0,98053,47.6635,-122.017,4300,36192,Redmond
4212,201409,12.449022745701502,3,1.5,910,25500,1.0,0,0,3,5,910,0,1943,0,98188,47.4565,-122.276,1580,10019,Seattle
4213,201411,12.660331092405906,4,2.5,1780,6000,2.0,0,0,3,9,1780,0,2000,0,98038,47.3774,-122.027,2650,6000,Maple Valley
4214,201502,13.364526504411781,3,2.25,2200,7355,2.0,0,0,4,8,2200,0,1986,0,98052,47.7266,-122.103,2290,7868,Redmond
4215,201412,14.817979353051891,4,4.25,6410,43838,2.5,0,2,4,12,5610,800,1906,0,98144,47.5703,-122.28,2270,6630,Seattle
4216,201412,13.102162710901053,3,2.0,2070,10023,1.0,0,0,3,8,1220,850,1981,0,98074,47.6492,-122.062,2130,9694,Sammamish
4217,201406,12.441148720271016,3,1.75,2040,7281,1.0,0,0,3,7,1020,1020,1962,0,98188,47.4681,-122.282,1740,7527,Seattle
4218,201410,12.959846800844963,2,2.0,1440,6677,1.0,0,0,3,7,870,570,1952,0,98118,47.5513,-122.264,2020,7642,Seattle
4219,201405,13.493652413400904,3,2.0,2050,3933,1.0,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,Seattle
4220,201407,12.59473402514672,2,1.0,800,6500,1.0,0,0,4,6,800,0,1953,0,98133,47.7621,-122.358,1220,7000,Seattle
4221,201503,13.140219012501486,3,1.75,1800,7620,1.0,0,0,3,8,1350,450,1951,0,98177,47.7165,-122.361,1770,7620,Seattle
4222,201407,12.230770136157428,3,1.75,1290,7210,1.0,0,0,3,7,1290,0,1984,0,98023,47.2889,-122.363,1350,7509,Federal Way
4223,201407,12.524530013005734,3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.207,1670,9737,Kent
4224,201504,13.049794835104816,4,2.5,2090,12833,1.0,0,0,3,7,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,Kirkland
4225,201407,13.235693848424024,4,2.25,1950,9800,1.0,0,0,3,8,1330,620,1968,0,98033,47.666,-122.178,2170,9800,Kirkland
4226,201502,13.03571775170136,3,1.75,1250,9605,1.0,0,0,3,7,1250,0,1964,0,98008,47.6325,-122.121,1570,9605,Bellevue
4227,201503,12.777055016970678,3,1.0,990,7590,1.0,0,0,3,6,990,0,1959,0,98008,47.6228,-122.121,1100,7590,Bellevue
4228,201408,12.175618592671356,3,1.75,1260,10488,1.0,0,0,2,7,1110,150,1952,0,98106,47.5417,-122.357,1540,9120,Seattle
4229,201405,12.66508168011904,4,2.5,2150,6807,2.0,0,0,4,8,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,Kent
4230,201504,13.866204622849683,3,2.25,2880,6092,2.0,0,4,4,8,1920,960,1983,0,98116,47.5878,-122.381,2880,5308,Seattle
4231,201504,13.73755009757506,4,2.25,2590,13894,2.0,0,0,4,9,2590,0,1975,0,98005,47.6351,-122.165,2720,13894,Bellevue
4232,201410,13.567050480716235,3,1.75,2430,4524,1.5,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,Seattle
4233,201405,12.392556361841777,2,2.0,1470,3128,2.0,0,0,3,6,1470,0,2005,0,98038,47.349,-122.021,1180,2576,Maple Valley
4234,201410,12.899222326086994,3,2.0,3000,17800,1.0,0,0,3,8,1500,1500,1962,0,98125,47.7058,-122.315,2400,8300,Seattle
4235,201410,12.449022745701502,2,1.0,920,43560,1.0,0,0,4,5,920,0,1923,0,98024,47.5245,-121.931,1530,11875,Fall City
4236,201501,11.931642378754141,3,1.75,1070,7754,1.0,0,0,3,6,1070,0,1953,0,98146,47.5079,-122.344,950,7740,Seattle
4237,201412,13.303018546545275,4,2.0,3410,15143,2.0,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,Redmond
4238,201405,13.04115549117383,2,1.0,1060,7193,1.0,0,0,3,7,1060,0,1926,0,98133,47.7102,-122.356,1980,7560,Seattle
4239,201503,13.3374763699232,5,2.5,3070,34991,2.0,0,0,3,9,3070,0,1995,0,98059,47.4721,-122.148,2150,19515,Renton
4240,201408,12.983103608918753,3,2.0,1610,6911,1.0,0,0,3,7,1260,350,1988,0,98034,47.7188,-122.177,1630,6911,Kirkland
4241,201405,13.493928313146206,5,2.75,2830,5310,2.0,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,Redmond
4242,201411,12.611541086966115,3,1.0,970,12300,1.0,0,0,3,7,970,0,1982,0,98028,47.7335,-122.227,2040,9994,Kenmore
4243,201411,12.437188334739655,3,2.5,1680,8284,2.0,0,0,3,7,1680,0,1989,0,98038,47.3609,-122.048,1550,8284,Maple Valley
4244,201412,12.73670383776449,3,1.0,1450,9586,2.0,0,0,3,7,1450,0,1950,0,98155,47.7443,-122.326,1500,8592,Seattle
4245,201406,14.096923772119156,4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760,Seattle
4246,201505,13.112315061750808,4,3.5,2490,18042,2.0,0,0,3,8,2490,0,2003,0,98070,47.4161,-122.441,1960,21107,Vashon
4247,201504,13.73755009757506,4,2.5,3350,4501,2.0,0,0,3,9,2640,710,2002,0,98117,47.688,-122.379,1000,4500,Seattle
4248,201412,13.282781802386296,4,2.75,3190,8737,2.0,0,0,3,9,3190,0,2006,0,98065,47.523,-121.877,3240,7131,Snoqualmie
4249,201406,13.845070331079134,4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,98103,47.6709,-122.337,2400,5300,Seattle
4250,201409,12.07824495582233,2,1.0,920,2332,1.0,0,0,4,8,920,0,1980,0,98198,47.3779,-122.32,1310,2853,Seattle
4251,201406,13.121364879070743,3,2.5,2520,53143,1.5,0,0,3,7,2520,0,1988,0,98019,47.743,-121.925,2020,56628,Duvall
4252,201408,12.591338447675579,4,2.5,2040,7800,2.0,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,Seattle
4253,201405,12.873904582205107,3,2.5,2240,10800,2.0,0,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,Kenmore
4254,201501,13.45883704259595,4,2.5,3270,9650,1.0,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357,Seattle
4255,201504,13.361381852676738,5,2.75,3110,6621,2.0,0,0,3,9,3110,0,2006,0,98065,47.543,-121.888,3550,7953,Snoqualmie
4256,201504,13.732130035981154,4,1.5,1850,3600,2.0,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600,Seattle
4257,201503,13.790193775620484,4,2.25,2240,9990,2.0,0,0,4,10,2240,0,1967,0,98040,47.5516,-122.217,2600,11480,Mercer Island
4258,201411,13.26212705890841,3,2.5,1870,3485,2.0,0,0,3,8,1870,0,2001,0,98029,47.5493,-122.004,1940,3485,Issaquah
4259,201406,13.619496890582589,4,2.5,2683,40386,2.0,0,0,4,9,2683,0,1987,0,98052,47.6982,-122.138,2683,34800,Redmond
4260,201501,12.611541086966115,3,1.0,1490,7200,1.0,0,0,3,7,1490,0,1954,0,98125,47.7276,-122.307,1280,7200,Seattle
4261,201407,13.122365377402328,4,2.0,1700,8640,1.0,0,0,3,7,850,850,1955,2010,98006,47.5774,-122.153,1620,9000,Bellevue
4262,201409,13.429849547739444,2,2.0,1450,989,3.0,0,0,3,9,1450,0,2014,0,98109,47.6354,-122.346,1490,1240,Seattle
4263,201409,12.945628585536271,3,2.5,3310,21096,2.0,0,2,3,9,3310,0,2004,0,98023,47.3049,-122.386,3310,13835,Federal Way
4264,201412,12.706850963741102,4,2.0,1750,5202,1.0,0,1,4,6,1070,680,1942,0,98108,47.5677,-122.317,2090,5400,Seattle
4265,201501,12.551472766863665,4,1.0,1450,32234,1.5,0,0,4,6,1450,0,1932,0,98030,47.3818,-122.21,1530,10125,Kent
4266,201411,14.684710101591703,4,4.0,6330,13296,2.0,0,2,3,13,4900,1430,2000,0,98033,47.6488,-122.201,2200,9196,Kirkland
4267,201409,12.679199517372098,4,2.5,2430,5366,2.0,0,0,3,8,2430,0,2002,0,98092,47.3352,-122.19,2100,5414,Auburn
4268,201503,12.409017571151187,4,2.0,1830,10416,1.0,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,Seattle
4269,201412,13.1421679654829,2,1.0,1310,4000,1.0,0,0,3,6,1310,0,1913,0,98103,47.6854,-122.329,1550,4000,Seattle
4270,201405,13.42246945133505,4,2.5,2560,36601,2.0,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601,Sammamish
4271,201501,12.59473402514672,3,1.75,1930,13350,1.0,0,0,3,8,1930,0,1967,0,98023,47.3317,-122.365,2270,13350,Federal Way
4272,201405,11.918397239722838,3,1.0,820,7680,1.5,0,0,3,6,820,0,1910,0,98106,47.528,-122.359,1470,6912,Seattle
4273,201503,12.506180941677357,3,1.0,1480,7374,1.0,0,0,3,6,760,720,1954,0,98133,47.7775,-122.336,1480,8934,Seattle
4274,201504,12.899222326086994,4,2.0,1420,9301,1.0,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.121,1530,8075,Bellevue
4275,201408,13.384729180332174,3,2.5,2790,6720,2.0,0,0,3,8,2790,0,2002,0,98075,47.5958,-122.038,2620,6720,Sammamish
4276,201410,13.180634172318978,2,1.5,1390,5000,1.0,0,0,4,8,970,420,1954,0,98116,47.5673,-122.401,1610,5000,Seattle
4277,201406,12.421188057397055,3,1.0,950,9400,1.0,0,0,4,7,950,0,1954,0,98006,47.5746,-122.136,1260,9400,Bellevue
4278,201501,13.541075028051122,4,3.5,3000,5300,1.0,0,0,5,7,1780,1220,1949,0,98115,47.6748,-122.279,1360,5450,Seattle
4279,201502,12.201065128819632,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,Seattle
4280,201410,12.388398368982115,2,1.0,870,8400,1.0,0,0,3,7,870,0,1960,0,98188,47.4493,-122.282,1070,12465,Seattle
4281,201505,12.936036208848487,3,1.5,1360,1795,2.0,0,0,3,7,1360,0,1945,0,98199,47.6471,-122.397,1580,1795,Seattle
4282,201504,13.568331709230735,4,2.5,2590,8571,2.0,0,0,3,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155,Redmond
4283,201407,13.171155446333852,5,2.25,2500,8621,1.5,0,0,4,7,2500,0,1968,0,98034,47.7379,-122.185,1980,7395,Kirkland
4284,201502,13.416972899572688,4,2.5,3280,5232,2.0,0,0,3,7,3280,0,2004,0,98053,47.6798,-122.033,2600,5080,Redmond
